ts,o,h,l,c,v
1736174700,42036.85,42083.46,42029.48,42062.88,3021
1736175600,42062.88,42145.66,42043.42,42116.32,3068
1736176500,42116.32,42197.62,42071.0,42178.9,2908
1736177400,42178.9,42209.0,42165.97,42179.78,3015
1736178300,42179.78,42205.05,42148.34,42149.15,3014
1736179200,42149.15,42197.72,42133.99,42168.92,2995
1736180100,42168.92,42187.05,42128.63,42176.73,3016
1736181000,42176.73,42249.88,42139.93,42210.42,3025
1736181900,42210.42,42230.72,42159.52,42186.16,3082
1736182800,42186.16,42225.4,42182.48,42203.86,2937
1736183700,42203.86,42284.44,42200.75,42258.0,3038
1736184600,42258.0,42263.06,42200.1,42221.17,2980
1736185500,42221.17,42289.21,42207.34,42268.18,3065
1736186400,42268.18,42308.26,42161.0,42172.4,3058
1736187300,42172.4,42192.2,42085.92,42096.86,3093
1736188200,42096.86,42154.34,42029.46,42030.81,2965
1736189100,42030.81,42073.35,42011.93,42069.91,3082
1736190000,42069.91,42074.38,42034.19,42039.08,2947
1736190900,42039.08,42075.81,42036.16,42069.2,2878
1736191800,42069.2,42106.06,41951.03,42008.97,2885
1736192700,42008.97,42013.88,41971.99,41999.03,3061
1736193600,41999.03,42032.63,41962.75,41965.04,3065
1736194500,41965.04,41987.07,41886.98,41895.84,3017
1736195400,41895.84,41907.6,41845.28,41848.52,3034
1736196300,41848.52,41861.73,41796.34,41822.78,2994
1736197200,41822.78,41830.91,41808.67,41817.61,3118
1736198100,41817.61,41843.99,41740.66,41748.84,3112
1736199000,41748.84,41757.45,41698.4,41746.54,2925
1736199900,41746.54,41785.19,41725.68,41758.63,3017
1736200800,41758.63,41798.88,41719.39,41778.3,3014
1736205300,41778.3,41785.54,41712.01,41759.83,2953
1736206200,41759.83,41791.23,41752.81,41781.18,3024
1736207100,41781.18,41807.45,41740.41,41768.6,3020
1736208000,41768.6,41819.19,41766.34,41783.8,3095
1736208900,41783.8,41803.05,41768.93,41779.56,3061
1736209800,41779.56,41830.45,41752.75,41814.0,2883
1736210700,41814.0,41848.26,41790.88,41840.63,3040
1736211600,41840.63,41877.6,41712.79,41746.45,2936
1736212500,41746.45,41819.6,41663.14,41676.53,2969
1736213400,41676.53,41683.86,41601.41,41603.86,3004
1736214300,41603.86,41625.94,41534.14,41574.17,3009
1736215200,41574.17,41648.75,41539.67,41644.04,2983
1736216100,41644.04,41661.04,41605.52,41654.68,2935
1736217000,41654.68,41665.81,41598.22,41636.76,2966
1736217900,41636.76,41756.47,41617.4,41697.46,2957
1736218800,41697.46,41718.26,41691.22,41713.84,3044
1736219700,41713.84,41731.27,41651.99,41668.31,3063
1736220600,41668.31,41737.22,41666.16,41687.08,3088
1736221500,41687.08,41717.74,41618.53,41640.4,2984
1736222400,41640.4,41665.93,41618.25,41647.08,2946
1736223300,41647.08,41660.59,41614.49,41619.11,3015
1736224200,41619.11,41658.31,41614.44,41636.17,2996
1736225100,41636.17,41717.57,41607.71,41658.23,3048
1736226000,41658.23,41746.82,41629.26,41697.6,3008
1736226900,41697.6,41811.46,41691.46,41781.27,3039
1736227800,41781.27,41822.06,41732.89,41764.51,3047
1736228700,41764.51,41814.8,41720.69,41808.83,2986
1736229600,41808.83,41891.59,41793.1,41876.06,3098
1736230500,41876.06,41944.18,41862.74,41902.43,2921
1736231400,41902.43,41913.49,41816.21,41836.15,3040
1736232300,41836.15,41867.48,41800.27,41852.29,3067
1736233200,41852.29,41885.12,41840.63,41869.78,2984
1736234100,41869.78,41967.28,41810.07,41941.48,2976
1736235000,41941.48,41989.49,41917.89,41925.58,2963
1736235900,41925.58,41939.94,41861.64,41874.62,3036
1736236800,41874.62,41984.82,41866.27,41980.56,2931
1736237700,41980.56,41984.64,41889.27,41898.94,2999
1736238600,41898.94,42013.23,41884.4,41985.84,3021
1736239500,41985.84,42027.83,41973.53,41973.97,3006
1736240400,41973.97,42016.43,41933.88,41974.12,3088
1736241300,41974.12,41993.59,41844.49,41851.23,2967
1736242200,41851.23,41905.44,41792.29,41896.79,3009
1736243100,41896.79,41917.02,41877.23,41892.71,3055
1736244000,41892.71,41904.58,41855.77,41875.34,2918
1736244900,41875.34,41883.12,41852.43,41858.51,2918
1736245800,41858.51,41882.35,41725.44,41748.02,3002
1736246700,41748.02,41773.46,41738.69,41740.1,2889
1736247600,41740.1,41753.88,41693.9,41699.36,2987
1736248500,41699.36,41763.68,41699.06,41738.14,3001
1736249400,41738.14,41755.06,41656.59,41665.23,3062
1736250300,41665.23,41781.25,41628.37,41725.0,3029
1736251200,41725.0,41762.05,41696.88,41743.12,2994
1736252100,41743.12,41763.71,41738.49,41750.17,3093
1736253000,41750.17,41812.69,41710.19,41792.75,3019
1736253900,41792.75,41880.91,41746.81,41855.66,3019
1736254800,41855.66,41877.76,41841.17,41841.45,3093
1736255700,41841.45,41991.37,41813.36,41947.11,3055
1736256600,41947.11,41994.02,41916.13,41983.04,2987
1736257500,41983.04,42027.33,41938.78,42018.86,3037
1736258400,42018.86,42142.88,42012.52,42109.05,3015
1736259300,42109.05,42150.58,42099.17,42123.35,2928
1736260200,42123.35,42134.82,42096.4,42129.77,2963
1736261100,42129.77,42142.5,42062.02,42071.75,3061
1736262000,42071.75,42151.89,42046.24,42125.51,2959
1736262900,42125.51,42134.09,42066.36,42075.79,3037
1736263800,42075.79,42106.73,42065.48,42073.42,3002
1736264700,42073.42,42079.71,42036.37,42048.89,2914
1736265600,42048.89,42054.96,42026.33,42033.12,3146
1736266500,42033.12,42137.75,41980.53,42108.83,3038
1736267400,42108.83,42117.51,42078.61,42114.58,3038
1736268300,42114.58,42224.74,42105.13,42196.61,3069
1736269200,42196.61,42232.21,42138.74,42184.56,2981
1736270100,42184.56,42187.82,42175.01,42184.12,3017
1736271000,42184.12,42208.28,42144.07,42153.08,2995
1736271900,42153.08,42165.79,42152.73,42158.85,2939
1736272800,42158.85,42175.46,42042.21,42066.63,2916
1736273700,42066.63,42092.26,42045.96,42075.01,2945
1736274600,42075.01,42076.17,42043.2,42050.14,2997
1736275500,42050.14,42104.51,42001.45,42057.47,2959
1736276400,42057.47,42058.17,42050.93,42056.54,3129
1736277300,42056.54,42106.07,42045.81,42075.11,2915
1736278200,42075.11,42088.98,42027.75,42037.9,2959
1736279100,42037.9,42111.11,42016.47,42094.29,2967
1736280000,42094.29,42120.45,42090.62,42117.9,2926
1736280900,42117.9,42119.64,42031.81,42058.57,2943
1736281800,42058.57,42105.89,42034.02,42090.41,3065
1736282700,42090.41,42103.58,42012.84,42046.73,2957
1736283600,42046.73,42049.69,41993.67,42007.86,3003
1736284500,42007.86,42018.13,41997.86,42003.63,2930
1736285400,42003.63,42059.05,41962.73,42030.1,2939
1736286300,42030.1,42032.28,41953.82,41977.15,2925
1736287200,41977.15,42037.55,41947.37,42025.36,2984
1736291700,42025.36,42119.09,42015.85,42046.26,3040
1736292600,42046.26,42084.8,42017.37,42072.92,2876
1736293500,42072.92,42128.7,42053.01,42053.06,3051
1736294400,42053.06,42088.7,42050.34,42063.78,2964
1736295300,42063.78,42114.85,42056.75,42113.98,3021
1736296200,42113.98,42173.83,42088.06,42148.92,2994
1736297100,42148.92,42159.98,42071.06,42082.59,2975
1736298000,42082.59,42132.73,42066.87,42123.41,2992
1736298900,42123.41,42135.43,42090.89,42112.56,3120
1736299800,42112.56,42185.02,42103.78,42182.28,3036
1736300700,42182.28,42213.57,42180.8,42193.02,2975
1736301600,42193.02,42228.95,42184.54,42228.87,3027
1736302500,42228.87,42280.34,42198.05,42270.87,2947
1736303400,42270.87,42296.98,42167.0,42192.46,2929
1736304300,42192.46,42207.92,42171.41,42179.88,3088
1736305200,42179.88,42267.44,42170.8,42214.84,3017
1736306100,42214.84,42244.92,42185.21,42218.83,2984
1736307000,42218.83,42260.46,42218.8,42247.28,3017
1736307900,42247.28,42308.7,42223.43,42291.76,3007
1736308800,42291.76,42320.15,42270.28,42301.09,3090
1736309700,42301.09,42312.03,42226.54,42257.55,3045
1736310600,42257.55,42418.62,42220.79,42384.12,3023
1736311500,42384.12,42405.43,42380.27,42394.29,2952
1736312400,42394.29,42471.48,42392.78,42455.31,2974
1736313300,42455.31,42534.1,42450.37,42532.16,2924
1736314200,42532.16,42555.11,42450.7,42456.39,2988
1736315100,42456.39,42492.41,42425.09,42431.2,2932
1736316000,42431.2,42441.32,42420.96,42438.55,2922
1736316900,42438.55,42482.53,42423.6,42475.59,3000
1736317800,42475.59,42505.37,42444.8,42488.89,2915
1736318700,42488.89,42573.31,42460.51,42542.08,2988
1736319600,42542.08,42600.09,42524.46,42572.48,3060
1736320500,42572.48,42663.58,42535.05,42642.4,3052
1736321400,42642.4,42644.97,42632.56,42634.55,2915
1736322300,42634.55,42681.48,42623.2,42656.56,3047
1736323200,42656.56,42701.22,42644.72,42647.2,2934
1736324100,42647.2,42653.83,42589.13,42606.4,2913
1736325000,42606.4,42677.17,42605.47,42675.62,3001
1736325900,42675.62,42825.33,42625.13,42766.69,2950
1736326800,42766.69,42817.85,42756.98,42805.88,2942
1736327700,42805.88,42843.84,42798.98,42819.47,3024
1736328600,42819.47,42829.39,42782.19,42829.36,3072
1736329500,42829.36,42838.55,42767.14,42773.57,3039
1736330400,42773.57,42835.7,42688.83,42734.34,2813
1736331300,42734.34,42782.54,42677.64,42680.59,2987
1736332200,42680.59,42699.81,42600.44,42604.19,2962
1736333100,42604.19,42625.71,42521.86,42541.99,2895
1736334000,42541.99,42549.94,42467.9,42477.07,2941
1736334900,42477.07,42583.66,42470.63,42558.31,2888
1736335800,42558.31,42692.29,42535.01,42661.33,2951
1736336700,42661.33,42673.59,42588.36,42598.94,2930
1736337600,42598.94,42616.88,42547.13,42569.26,2977
1736338500,42569.26,42630.49,42564.58,42618.17,3101
1736339400,42618.17,42663.78,42496.46,42553.05,2926
1736340300,42553.05,42587.53,42542.72,42555.07,2984
1736341200,42555.07,42569.15,42516.09,42530.33,3000
1736342100,42530.33,42532.5,42411.65,42419.85,3013
1736343000,42419.85,42468.22,42380.94,42452.71,3070
1736343900,42452.71,42554.89,42426.49,42541.54,3021
1736344800,42541.54,42545.86,42415.84,42454.97,2992
1736345700,42454.97,42462.55,42401.05,42419.24,2971
1736346600,42419.24,42465.17,42407.15,42421.55,3037
1736347500,42421.55,42476.94,42420.31,42465.72,2960
1736348400,42465.72,42519.56,42450.82,42503.22,2983
1736349300,42503.22,42503.81,42461.09,42476.15,3029
1736350200,42476.15,42506.12,42414.96,42469.45,2999
1736351100,42469.45,42483.02,42436.15,42476.73,3074
1736352000,42476.73,42526.65,42465.71,42522.39,3047
1736352900,42522.39,42560.86,42482.79,42539.6,3066
1736353800,42539.6,42540.94,42442.97,42495.33,3055
1736354700,42495.33,42557.64,42461.94,42486.96,2988
1736355600,42486.96,42516.6,42453.56,42473.76,3061
1736356500,42473.76,42552.55,42468.66,42506.41,3003
1736357400,42506.41,42589.66,42492.32,42570.53,2981
1736358300,42570.53,42610.65,42563.16,42586.3,2951
1736359200,42586.3,42675.26,42559.25,42627.94,3120
1736360100,42627.94,42699.85,42616.13,42652.97,3024
1736361000,42652.97,42673.08,42635.67,42646.45,2968
1736361900,42646.45,42660.63,42605.41,42637.97,2924
1736362800,42637.97,42750.55,42628.49,42738.77,3092
1736363700,42738.77,42748.32,42707.07,42730.22,2945
1736364600,42730.22,42763.78,42646.17,42677.59,3034
1736365500,42677.59,42733.94,42637.1,42723.72,2928
1736366400,42723.72,42760.57,42716.36,42756.09,2997
1736367300,42756.09,42800.37,42749.66,42752.04,2912
1736368200,42752.04,42796.48,42735.06,42773.32,3018
1736369100,42773.32,42848.32,42726.24,42800.98,2952
1736370000,42800.98,42870.09,42771.06,42834.4,2875
1736370900,42834.4,42849.1,42796.21,42813.79,3090
1736371800,42813.79,42830.61,42803.19,42817.62,3018
1736372700,42817.62,42920.46,42796.06,42885.79,2953
1736373600,42885.79,42940.05,42880.28,42939.34,3006
